"About the data: Exported on Oct 01, 2024. Criteria: '""Universidad del Norte"" OR ""universidad del norte"" OR ""University of the North"" OR ""university of the north"" OR ""Uninorte"" OR ""uninorte""' in full data; Publication Year is 2020; Publication Type is Chapter; Open Access is Closed.  Note: For hyper-authorship publications with more than 100 authors the export does not include author names and affiliations. © 2024 Digital Science &amp; Research Solutions Inc. All rights reserved. Parts of this work may also be protected by copyright of content providers and other third parties, which together with all rights of Digital Science, user agrees not to violate. Redistribution / external use of this work (or parts thereof) is prohibited without prior written approval. Please contact info@dimensions.ai for further information.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rank,Publication ID,DOI,PMID,PMCID,Title,Abstract,Acknowledgements,Funding,Source title,Anthology title,Book editors,MeSH terms,Publication date,PubYear,Publication date (online),Publication date (print),Volume,Issue,Pagination,Open Access,Publication Type,Authors,Authors (Raw Affiliation),Corresponding Authors,Authors Affiliations,Times cited,Recent citations,RCR,FCR,Source Linkout,Dimensions URL,Fields of Research (ANZSRC 2020),Sustainable Development Goals
396,pub.1125330267,10.1007/978-3-030-42517-3_27,,,Application of Reverse Engineering in the Manufacture of Prototypes of Mechanical Parts,"This paper presents the study of reverse engineering and three-dimensional printing as an alternative in the design of automotive parts, taking as a case study the distribution cover of the 2015 Chevrolet Spark car. For this, a 3D scanner “Scanner Handy” was used Scan” to capture the shape and characteristics of the distribution cover, and obtain a three-dimensional mesh (point cloud) for analysis, which is processed by using the “Geomagic Desing” software to obtain the three-dimensional CAD model; This model is imported into Siemens NX software to make dimensional adjustments through a comparative analysis between the constructed CAD model and the copied element, to perform prototyping by 3D printing. Finally, as a result, a prototype of the Spark 2015 distribution cover is obtained with the respective valuation of its mechanical properties, and an analysis of the degree of feasibility of this manufacturing process in the manufacture of automotive parts by means of 3D printing “FDM”.",We would like to thank the Technical University of the North for sponsoring the development of this research.,,Communications in Computer and Information Science,Applied Technologies,"Miguel Botto-Tobar, Marcelo Zambrano Vizuete, Pablo Torres-Carrión, Sergio Montes León, Guillermo Pizarro Vásquez, Benjamin Durakovic",,2020-03-03,2020,2020-03-03,2020,1193,,354-368,Closed,Chapter,"Villarreal B., Carlos A.; Tapia G., Fausto E.; Cardenas, Victor M.","Villarreal B., Carlos A. (Northern Technical University, 17 de Julio Avenue 5-21, Ibarra, Ecuador); Tapia G., Fausto E. (Northern Technical University, 17 de Julio Avenue 5-21, Ibarra, Ecuador); Cardenas, Victor M. (Northern Technical University, 17 de Julio Avenue 5-21, Ibarra, Ecuador)","Villarreal B., Carlos A. (Northern Technical University, 17 de Julio Avenue 5-21, Ibarra, Ecuador); Tapia G., Fausto E. (Northern Technical University, 17 de Julio Avenue 5-21, Ibarra, Ecuador); Cardenas, Victor M. (Northern Technical University, 17 de Julio Avenue 5-21, Ibarra, Ecuador)","Villarreal B., Carlos A. (Northern Technical University, 17 de Julio Avenue 5-21, Ibarra, Ecuador); Tapia G., Fausto E. (Northern Technical University, 17 de Julio Avenue 5-21, Ibarra, Ecuador); Cardenas, Victor M. (Northern Technical University, 17 de Julio Avenue 5-21, Ibarra, Ecuador)",0,0,,0.0,,https://app.dimensions.ai/details/publication/pub.1125330267,33 Built Environment and Design; 3303 Design; 40 Engineering; 4014 Manufacturing Engineering,
395,pub.1123792019,10.1007/978-3-030-37221-7_12,,,Project-Based Learning for Teaching Statistics Using Software,"This article, presents part of a teaching experience based on projects applied to teachers in the process of fourth-level training, of the master’s program “Quality Management in Education”, Technical University of North-Ecuador. It was carried out in two phases: the first was an instruction to the students of the subject “Statistics and computerized statistical packages”, on descriptive and inferential statistical tools, according to the requirements of project proposals for his undergraduate work, where a methodological guide for sampling design is developed, applied to a research project in the educational area. In addition, a valuation through surveys, of their perception of the strategy implemented. The second phase, was in a 20 h seminar, starting with diagnostic assessment of theoretical knowledge in statistical tools, followed by a knowledge strengthening, a final assessment and a written work of statistical analysis of their projects.The results indicate that the strategy as a methodology for teaching statistics contributes to higher education approaches focused on the development of research competence and can improve the mastery of statistical learning despite resistance to this area of knowledge.",,,Advances in Intelligent Systems and Computing,"Technology, Sustainability and Educational Innovation (TSIE)","Andrea Basantes-Andrade, Miguel Naranjo-Toro, Marcelo Zambrano Vizuete, Miguel Botto-Tobar",,2020-01-03,2020,2020-01-03,2020,1110,,131-142,Closed,Chapter,"Rodríguez-Balza, Mairett; Machado, Wilfre; Giraldo, Marisela","Rodríguez-Balza, Mairett (Faculty of Science and Technology Education, Technical University of the North, Ibarra, Ecuador); Machado, Wilfre (School of Mathematics and Computational Sciences, Yachay Experimental Technology Research University, Urcuquí, Ecuador); Giraldo, Marisela (Faculty of Science and Technology Education, Technical University of the North, Ibarra, Ecuador)","Rodríguez-Balza, Mairett (Faculty of Science and Technology Education, Technical University of the North, Ibarra, Ecuador)","Rodríguez-Balza, Mairett (Faculty of Science and Technology Education, Technical University of the North, Ibarra, Ecuador); Machado, Wilfre (School of Mathematics and Computational Sciences, Yachay Experimental Technology Research University, Urcuquí, Ecuador); Giraldo, Marisela (Faculty of Science and Technology Education, Technical University of the North, Ibarra, Ecuador)",0,0,,0.0,,https://app.dimensions.ai/details/publication/pub.1123792019,39 Education; 3901 Curriculum and Pedagogy; 3903 Education Systems,4 Quality Education
393,pub.1129960620,10.1201/9781003069140-9,,,The Molecular Biology of Halophilic Archaebacteria,,,,,The Biology of HALOPHILIC BACTERIA,"Russell H. Vreeland, Lawrence I. Hochstein",,2020-08-18,2020,2020-08-18,,,,255-287,Closed,Chapter,"Dennis, Patrick P","Dennis, Patrick P ()",,"Dennis, Patrick P ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1129960620,,
391,pub.1129967756,10.1201/9781003069140-3,,,Ecology of Moderately Halophilic Bacteria,,,,,The Biology of HALOPHILIC BACTERIA,"Russell H. Vreeland, Lawrence I. Hochstein",,2020-08-18,2020,2020-08-18,,,,55-86,Closed,Chapter,"Ramos-Cormenzana, A","Ramos-Cormenzana, A ()",,"Ramos-Cormenzana, A ()",3,2,,,,https://app.dimensions.ai/details/publication/pub.1129967756,,
391,pub.1129963273,10.1201/9781003069140-10,,,Bioenergetics and Transport in Extreme Halophiles,,,,,The Biology of HALOPHILIC BACTERIA,"Russell H. Vreeland, Lawrence I. Hochstein",,2020-08-18,2020,2020-08-18,,,,289-309,Closed,Chapter,"Lanyi, Janos K","Lanyi, Janos K ()",,"Lanyi, Janos K ()",0,0,,,,https://app.dimensions.ai/details/publication/pub.1129963273,,
391,pub.1129961139,10.1201/9781003069140-8,,,Osmotic Adaptation in Halophilic and Halotolerant Microorganisms,,,,,The Biology of HALOPHILIC BACTERIA,"Russell H. Vreeland, Lawrence I. Hochstein",,2020-08-18,2020,2020-08-18,,,,211-253,Closed,Chapter,"Imhoff, Johannes F","Imhoff, Johannes F ()",,"Imhoff, Johannes F ()",6,2,,,,https://app.dimensions.ai/details/publication/pub.1129961139,,
391,pub.1129964771,10.1201/9781003069140-2,,,Ecology of Extremely Halophilic Microorganisms,,,,,The Biology of HALOPHILIC BACTERIA,"Russell H. Vreeland, Lawrence I. Hochstein",,2020-08-18,2020,2020-08-18,,,,25-53,Closed,Chapter,"Oren, Aharon","Oren, Aharon ()",,"Oren, Aharon ()",9,5,,,,https://app.dimensions.ai/details/publication/pub.1129964771,,
391,pub.1129958587,10.1201/9781003069140-7,,,Lipids of Halophilic and Halotolerant Microorganisms,,,,,The Biology of HALOPHILIC BACTERIA,"Russell H. Vreeland, Lawrence I. Hochstein",,2020-08-18,2020,2020-08-18,,,,163-210,Closed,Chapter,"Russell, N J","Russell, N J ()",,"Russell, N J ()",1,0,,,,https://app.dimensions.ai/details/publication/pub.1129958587,,
386,pub.1130894220,10.1007/978-3-030-59491-6_44,,,A Parallelized Variant of Junker’s QuickXPlain Algorithm,"Conflict detection is used in many scenarios ranging from interactive decision making to the diagnosis of potentially faulty hardware components or models. In these scenarios, the efficient identification of conflicts is crucial. Junker’s QuickXPlain is a divide-and-conquer based algorithm for the determination of preferred minimal conflicts. Motivated by the increasing size and complexity of knowledge bases, we propose a parallelization of the original algorithm that helps to significantly improve runtime performance especially in complex knowledge bases. In this paper, we introduce a parallelized version of QuickXPlain that is based on the idea of predicting and executing parallel consistency checks needed by QuickXPlain.","This work has been partially funded by the EU FEDER program, the MINECO project OPHELIA (RTI2018-101204-B-C22); the TASOVA network (MCIU-AEI TIN2017-90644-REDT); and the Junta de Andalucia METAMORFOSIS project.",,Lecture Notes in Computer Science,Foundations of Intelligent Systems,"Denis Helic, Gerhard Leitner, Martin Stettinger, Alexander Felfernig, Zbigniew W. Raś",,2020-09-17,2020,2020-09-17,2020,12117,,457-468,Closed,Chapter,"Silva, Cristian Vidal; Felfernig, Alexander; Galindo, Jose; Atas, Müslüm; Benavides, David","Silva, Cristian Vidal (Catholic University of the North, Antofagasta, Chile); Felfernig, Alexander (Graz University of Technology, Graz, Austria); Galindo, Jose (University of Sevilla, Seville, Spain); Atas, Müslüm (Graz University of Technology, Graz, Austria); Benavides, David (University of Sevilla, Seville, Spain)","Silva, Cristian Vidal (Catholic University of the North)","Silva, Cristian Vidal (Catholic University of the North); Felfernig, Alexander (Graz University of Technology); Galindo, Jose (University of Seville); Atas, Müslüm (Graz University of Technology); Benavides, David (University of Seville)",3,1,,0.89,,https://app.dimensions.ai/details/publication/pub.1130894220,46 Information and Computing Sciences; 4602 Artificial Intelligence; 4605 Data Management and Data Science,
386,pub.1125326084,10.1007/978-3-030-42517-3_21,,,Simulation Tools for Solving Engineering Problems. Case Study,"The areas of Engineering in Applied Sciences have contributed significantly to the social, economic and technological advances of the world, being of interest to the academy mainly in the university system and specialization in Ecuador and in several countries both in the teaching-learning process as well as in research, which makes it increasingly stronger and proposes better and new solutions to environmental problems. This article performs a quantitative, descriptive and systemic analysis, which combines with the analysis of the ISO/IEC 25010 standard considers criteria such as functionality, performance, compatibility, usability, reliability, maintainability, portability to evaluate the quality of the software; The analysis involves simulation tools immersed in the teaching-learning processes of the engineering area with the determination to identify the tools used to solve specific problems in this field, particularly in the Telecommunications Engineering Degree at the “Universidad Técnica del Norte” University. This study is based on the opinion of experts in the university and business field who validate the established criteria. The results of this article identify the use of the different simulation tools in the university education and research environment, in addition to promoting the inclusion of these tools in the process of training students so that they can propose solutions at a scientific level and/or technological.",,,Communications in Computer and Information Science,Applied Technologies,"Miguel Botto-Tobar, Marcelo Zambrano Vizuete, Pablo Torres-Carrión, Sergio Montes León, Guillermo Pizarro Vásquez, Benjamin Durakovic",,2020-03-03,2020,2020-03-03,2020,1193,,271-285,Closed,Chapter,"Cuzme-Rodríguez, Fabián; Umaquinga-Criollo, Ana; Suárez-Zambrano, Luis; Farinango-Endara, Henry; Domínguez-Limaico, Hernán; Mediavilla-Valverde, Mario","Cuzme-Rodríguez, Fabián (Carrera de Ingeniería en Telecomunicaciones, Universidad Técnica del Norte, Av. 17 de Julio 5-21 y Gral. José María Córdova, 100105, Ibarra, Ecuador); Umaquinga-Criollo, Ana (Carrera de Ingeniería en Telecomunicaciones, Universidad Técnica del Norte, Av. 17 de Julio 5-21 y Gral. José María Córdova, 100105, Ibarra, Ecuador); Suárez-Zambrano, Luis (Carrera de Ingeniería en Telecomunicaciones, Universidad Técnica del Norte, Av. 17 de Julio 5-21 y Gral. José María Córdova, 100105, Ibarra, Ecuador); Farinango-Endara, Henry (Carrera de Ingeniería en Telecomunicaciones, Universidad Técnica del Norte, Av. 17 de Julio 5-21 y Gral. José María Córdova, 100105, Ibarra, Ecuador); Domínguez-Limaico, Hernán (Carrera de Ingeniería en Telecomunicaciones, Universidad Técnica del Norte, Av. 17 de Julio 5-21 y Gral. José María Córdova, 100105, Ibarra, Ecuador); Mediavilla-Valverde, Mario (Carrera de Ingeniería en Telecomunicaciones, Universidad Técnica del Norte, Av. 17 de Julio 5-21 y Gral. José María Córdova, 100105, Ibarra, Ecuador)","Cuzme-Rodríguez, Fabián (Universidad Técnica del Norte)","Cuzme-Rodríguez, Fabián (Universidad Técnica del Norte); Umaquinga-Criollo, Ana (Universidad Técnica del Norte); Suárez-Zambrano, Luis (Universidad Técnica del Norte); Farinango-Endara, Henry (Universidad Técnica del Norte); Domínguez-Limaico, Hernán (Universidad Técnica del Norte); Mediavilla-Valverde, Mario (Universidad Técnica del Norte)",2,1,,0.89,,https://app.dimensions.ai/details/publication/pub.1125326084,46 Information and Computing Sciences; 4612 Software Engineering,4 Quality Education
385,pub.1129962509,10.1201/9781003069140-1,,,Introduction to Saline Environments,,,,,The Biology of HALOPHILIC BACTERIA,"Russell H. Vreeland, Lawrence I. Hochstein",,2020-08-18,2020,2020-08-18,,,,1-23,Closed,Chapter,"Rodriguez-Valera, Francisco","Rodriguez-Valera, Francisco ()",,"Rodriguez-Valera, Francisco ()",9,5,,,,https://app.dimensions.ai/details/publication/pub.1129962509,,
384,pub.1129965848,10.1201/9781003069140-6,,,Lipids of Extreme Halophiles,,,,,The Biology of HALOPHILIC BACTERIA,"Russell H. Vreeland, Lawrence I. Hochstein",,2020-08-18,2020,2020-08-18,,,,135-161,Closed,Chapter,"Kamekura, Masahiro","Kamekura, Masahiro ()",,"Kamekura, Masahiro ()",6,1,,,,https://app.dimensions.ai/details/publication/pub.1129965848,,
384,pub.1129963995,10.1201/9781003069140-4,,,Growth and Nutrition of Halophilic Bacteria,,,,,The Biology of HALOPHILIC BACTERIA,"Russell H. Vreeland, Lawrence I. Hochstein",,2020-08-18,2020,2020-08-18,,,,87-103,Closed,Chapter,"Kushner, D J","Kushner, D J ()",,"Kushner, D J ()",19,6,,,,https://app.dimensions.ai/details/publication/pub.1129963995,,
376,pub.1123787775,10.1007/978-3-030-37221-7_19,,,Design of a Unified Communications Service Using OpenStack Infrastructure,"This paper focuses on a benchmarking of Cloud Computing Infrastructures and the implementation of a Unified Communications (UC) service at the Technical University of the North, through a study of protocols, audio and video codecs, servers for Communications, softphones for videoconferencing and messaging software, taking into account compatibility on mobile devices and PCs. A comparative analysis of several Unified Communications platforms such as Elastix, Cisco, and Avaya was performed, in the same way, it was done with Cloud Computing platforms with OpenStack, OpenNebula, and Eucalyptus. The current situation of the University’s data network was studied in order to determine if the characteristics and resources it has can support the services to be implemented, and how many resources each service demands, and an extension and user plan was created for UC services. In the end, it is shown that a server hosted in the cloud provides the availability and smooth operation of its services.",,,Advances in Intelligent Systems and Computing,"Technology, Sustainability and Educational Innovation (TSIE)","Andrea Basantes-Andrade, Miguel Naranjo-Toro, Marcelo Zambrano Vizuete, Miguel Botto-Tobar",,2020-01-03,2020,2020-01-03,2020,1110,,215-230,Closed,Chapter,"Villacrés, Gustavo Eduardo Fernández; Cordones, Freddy Maximiliano Jordan; Zambrano, Luis Isaías Bastidas; Vasquez-Ayala, Carlos; Dominguez-Limaico, Mauricio; Maya-Olalla, Edgar","Villacrés, Gustavo Eduardo Fernández (Universidad Regional Autónoma de Los Andes, Babahoyo, Ecuador); Cordones, Freddy Maximiliano Jordan (Universidad Regional Autónoma de Los Andes, Babahoyo, Ecuador; Universidad Técnica de Babahoyo, Babahoyo, Ecuador); Zambrano, Luis Isaías Bastidas (Universidad Técnica de Babahoyo, Babahoyo, Ecuador); Vasquez-Ayala, Carlos (Universidad Técnica del Norte, Ibarra, Ecuador); Dominguez-Limaico, Mauricio (Universidad Técnica del Norte, Ibarra, Ecuador); Maya-Olalla, Edgar (Universidad Técnica del Norte, Ibarra, Ecuador)","Villacrés, Gustavo Eduardo Fernández (Universidad Regional Autónoma de Los Andes)","Villacrés, Gustavo Eduardo Fernández (Universidad Regional Autónoma de Los Andes); Cordones, Freddy Maximiliano Jordan (Universidad Regional Autónoma de Los Andes; Universidad Técnica de Babahoyo); Zambrano, Luis Isaías Bastidas (Universidad Técnica de Babahoyo); Vasquez-Ayala, Carlos (Universidad Técnica del Norte); Dominguez-Limaico, Mauricio (Universidad Técnica del Norte); Maya-Olalla, Edgar (Universidad Técnica del Norte)",0,0,,0.0,,https://app.dimensions.ai/details/publication/pub.1123787775,46 Information and Computing Sciences; 4604 Cybersecurity and Privacy; 4606 Distributed Computing and Systems Software,
